Thu, 09 Jun 2022 20:19:05 37580 MainThread base_page.py[line:18] INFO This is info message
Thu, 09 Jun 2022 20:19:35 37596 MainThread base_page.py[line:18] INFO This is info message
2022-06-25 13:49:29,965base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-06-25 13:49:30,845base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-06-25 13:49:30,845base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-06-25 13:49:32,924base_page.pyINFO点击元素('xpath', "//li[@title='测试2022-06-16']")
2022-06-25 13:49:32,925base_page.pyINFO定位元素('xpath', "//li[@title='测试2022-06-16']")
2022-06-25 13:49:33,006base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-06-25 13:49:33,006base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-06-25 13:49:34,206base_page.pyINFO('xpath', "//input[@accept='.xlsx, .xls']")输入框输入D:\auto_test\script\报备导入测试数据3条.xlsx
2022-06-25 13:49:34,207base_page.pyINFO定位元素('xpath', "//input[@accept='.xlsx, .xls']")
2022-06-25 13:49:35,301base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-06-25 13:49:35,301base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-06-25 13:49:35,346base_page.pyINFO断言有无上传成功！1111
2022-06-25 13:49:35,346base_page.pyINFO定位元素('xpath', "//*[@class='ant-message-custom-content ant-message-success']/span")
2022-06-25 13:49:35,799base_page.pyINFO点击元素('xpath', "//span[@class='ant-modal-close-x']")
2022-06-25 13:49:35,799base_page.pyINFO定位元素('xpath', "//span[@class='ant-modal-close-x']")
2022-06-25 13:53:58,747base_page.pyINFO('xpath', "//input[@id='mobile']")输入框输入13761362771
2022-06-25 13:53:58,748base_page.pyINFO定位元素('xpath', "//input[@id='mobile']")
2022-06-25 13:53:58,833base_page.pyINFO('xpath', "//input[@id='pwd']")输入框输入qinyujie008
2022-06-25 13:53:58,833base_page.pyINFO定位元素('xpath', "//input[@id='pwd']")
2022-06-25 13:53:58,936base_page.pyINFO点击元素('xpath', "//a[text()='登录并授权']")
2022-06-25 13:53:58,936base_page.pyINFO定位元素('xpath', "//a[text()='登录并授权']")
2022-06-25 13:54:05,313base_page.pyINFO点击元素('xpath', "//span[text()='审批管理']/..")
2022-06-25 13:54:05,314base_page.pyINFO定位元素('xpath', "//span[text()='审批管理']/..")
2022-06-25 13:54:06,822base_page.pyINFO点击元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-06-25 13:54:06,822base_page.pyINFO定位元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-06-25 13:54:07,532base_page.pyINFO点击元素('xpath', "//span[text()='工资付款 ']/../../label[3]")
2022-06-25 13:54:07,532base_page.pyINFO定位元素('xpath', "//span[text()='工资付款 ']/../../label[3]")
2022-06-25 13:54:11,057base_page.pyINFO点击元素('xpath', '//div[@class="ant-table-fixed-right"]/div/div/table/tbody/tr[1]/td/a')
2022-06-25 13:54:11,057base_page.pyINFO定位元素('xpath', '//div[@class="ant-table-fixed-right"]/div/div/table/tbody/tr[1]/td/a')
2022-06-25 13:54:11,252base_page.pyINFO点击元素('xpath', '//button[@class="ant-drawer-close"]')
2022-06-25 13:54:11,252base_page.pyINFO定位元素('xpath', '//button[@class="ant-drawer-close"]')
2022-06-25 13:54:11,664base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-06-25 13:54:11,664base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-06-25 13:54:12,887base_page.pyINFO点击元素('xpath', "//a[text()='招聘中心']/..")
2022-06-25 13:54:12,887base_page.pyINFO定位元素('xpath', "//a[text()='招聘中心']/..")
2022-06-25 13:54:13,248base_page.pyINFO点击元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-06-25 13:54:13,248base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-06-25 13:54:14,213base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-06-25 13:54:14,213base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-06-25 13:54:16,296base_page.pyINFO点击元素('xpath', "//li[@title='测试2022-06-16']")
2022-06-25 13:54:16,296base_page.pyINFO定位元素('xpath', "//li[@title='测试2022-06-16']")
2022-06-25 13:54:16,416base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-06-25 13:54:16,416base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-06-25 13:54:17,711base_page.pyINFO('xpath', "//input[@accept='.xlsx, .xls']")输入框输入D:\auto_test\script\报备导入测试数据3条.xlsx
2022-06-25 13:54:17,711base_page.pyINFO定位元素('xpath', "//input[@accept='.xlsx, .xls']")
2022-06-25 13:54:18,786base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-06-25 13:54:18,786base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-06-25 13:54:18,846base_page.pyINFO断言有无上传成功！1111
2022-06-25 13:54:18,846base_page.pyINFO定位元素('xpath', "//*[@class='ant-message-custom-content ant-message-success']/span")
2022-06-25 13:54:18,901base_page.pyINFO点击元素('xpath', "//span[@class='ant-modal-close-x']")
2022-06-25 13:54:18,902base_page.pyINFO定位元素('xpath', "//span[@class='ant-modal-close-x']")
2022-06-25 14:07:31,696connectionpool.pyWARNINGRetrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x041C64F0>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')': /wd/hub/session
2022-06-25 14:07:33,751connectionpool.pyWARNINGRetrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x041C6730>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')': /wd/hub/session
2022-06-25 14:07:35,803connectionpool.pyWARNINGRetrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x041C6790>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')': /wd/hub/session
2022-06-25 14:19:12,863base_page.pyINFO('xpath', "//input[@id='mobile']")输入框输入13761362771
2022-06-25 14:19:12,866base_page.pyINFO定位元素('xpath', "//input[@id='mobile']")
2022-06-25 14:19:12,955base_page.pyINFO('xpath', "//input[@id='pwd']")输入框输入qinyujie008
2022-06-25 14:19:12,955base_page.pyINFO定位元素('xpath', "//input[@id='pwd']")
2022-06-25 14:19:13,060base_page.pyINFO点击元素('xpath', "//a[text()='登录并授权']")
2022-06-25 14:19:13,060base_page.pyINFO定位元素('xpath', "//a[text()='登录并授权']")
2022-06-25 14:19:19,876base_page.pyINFO点击元素('xpath', "//span[text()='审批管理']/..")
2022-06-25 14:19:19,876base_page.pyINFO定位元素('xpath', "//span[text()='审批管理']/..")
2022-06-25 14:19:21,611base_page.pyINFO点击元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-06-25 14:19:21,611base_page.pyINFO定位元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-06-25 14:19:42,022base_page.pyINFO点击元素('xpath', "//span[text()='工资付款 ']/../../label[3]")
2022-06-25 14:19:42,022base_page.pyINFO定位元素('xpath', "//span[text()='工资付款 ']/../../label[3]")
2022-06-25 14:19:45,555base_page.pyINFO点击元素('xpath', '//div[@class="ant-table-fixed-right"]/div/div/table/tbody/tr[1]/td/a')
2022-06-25 14:19:45,555base_page.pyINFO定位元素('xpath', '//div[@class="ant-table-fixed-right"]/div/div/table/tbody/tr[1]/td/a')
2022-06-25 14:19:45,836base_page.pyINFO点击元素('xpath', '//button[@class="ant-drawer-close"]')
2022-06-25 14:19:45,836base_page.pyINFO定位元素('xpath', '//button[@class="ant-drawer-close"]')
2022-06-25 14:19:46,616base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-06-25 14:19:46,616base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-06-25 14:19:48,296base_page.pyINFO点击元素('xpath', "//a[text()='招聘中心']/..")
2022-06-25 14:19:48,296base_page.pyINFO定位元素('xpath', "//a[text()='招聘中心']/..")
2022-06-25 14:19:48,673base_page.pyINFO点击元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-06-25 14:19:48,674base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-06-25 14:19:49,451base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-06-25 14:19:49,451base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-06-25 14:19:51,542base_page.pyINFO点击元素('xpath', "//li[@title='测试2022-06-16']")
2022-06-25 14:19:51,542base_page.pyINFO定位元素('xpath', "//li[@title='测试2022-06-16']")
2022-06-25 14:19:51,621base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-06-25 14:19:51,621base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-06-25 14:19:52,827base_page.pyINFO('xpath', "//input[@accept='.xlsx, .xls']")输入框输入D:\auto_test\script\报备导入测试数据3条.xlsx
2022-06-25 14:19:52,828base_page.pyINFO定位元素('xpath', "//input[@accept='.xlsx, .xls']")
2022-06-25 14:19:53,934base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-06-25 14:19:53,934base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-06-25 14:19:53,996base_page.pyINFO断言有无上传成功！1111
2022-06-25 14:19:53,996base_page.pyINFO定位元素('xpath', "//*[@class='ant-message-custom-content ant-message-success']/span")
2022-06-25 14:19:54,046base_page.pyINFO点击元素('xpath', "//span[@class='ant-modal-close-x']")
2022-06-25 14:19:54,046base_page.pyINFO定位元素('xpath', "//span[@class='ant-modal-close-x']")
2022-06-25 14:21:16,369base_page.pyINFO('xpath', "//input[@id='mobile']")输入框输入13761362771
2022-06-25 14:21:16,370base_page.pyINFO定位元素('xpath', "//input[@id='mobile']")
2022-06-25 14:21:16,478base_page.pyINFO('xpath', "//input[@id='pwd']")输入框输入qinyujie008
2022-06-25 14:21:16,478base_page.pyINFO定位元素('xpath', "//input[@id='pwd']")
2022-06-25 14:21:16,568base_page.pyINFO点击元素('xpath', "//a[text()='登录并授权']")
2022-06-25 14:21:16,568base_page.pyINFO定位元素('xpath', "//a[text()='登录并授权']")
2022-06-25 14:21:22,762base_page.pyINFO点击元素('xpath', "//span[text()='审批管理']/..")
2022-06-25 14:21:22,763base_page.pyINFO定位元素('xpath', "//span[text()='审批管理']/..")
2022-06-25 14:21:24,173base_page.pyINFO点击元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-06-25 14:21:24,173base_page.pyINFO定位元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-06-25 14:21:24,867base_page.pyINFO点击元素('xpath', "//span[text()='工资付款 ']/../../label[3]")
2022-06-25 14:21:24,867base_page.pyINFO定位元素('xpath', "//span[text()='工资付款 ']/../../label[3]")
2022-06-25 14:21:26,408base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-06-25 14:21:26,409base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-06-25 14:21:27,515base_page.pyINFO点击元素('xpath', "//a[text()='招聘中心']/..")
2022-06-25 14:21:27,515base_page.pyINFO定位元素('xpath', "//a[text()='招聘中心']/..")
2022-06-25 14:21:27,877base_page.pyINFO点击元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-06-25 14:21:27,877base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-06-25 14:21:28,767base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-06-25 14:21:28,767base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-06-25 14:21:30,896base_page.pyINFO点击元素('xpath', "//li[@title='测试2022-06-16']")
2022-06-25 14:21:30,896base_page.pyINFO定位元素('xpath', "//li[@title='测试2022-06-16']")
2022-06-25 14:21:30,971base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-06-25 14:21:30,971base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-06-25 14:21:32,220base_page.pyINFO('xpath', "//input[@accept='.xlsx, .xls']")输入框输入D:\auto_test\script\报备导入测试数据3条.xlsx
2022-06-25 14:21:32,220base_page.pyINFO定位元素('xpath', "//input[@accept='.xlsx, .xls']")
2022-06-25 14:21:33,324base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-06-25 14:21:33,325base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-06-25 14:21:33,419base_page.pyINFO断言有无上传成功！1111
2022-06-25 14:21:33,419base_page.pyINFO定位元素('xpath', "//*[@class='ant-message-custom-content ant-message-success']/span")
2022-06-25 14:21:33,512base_page.pyINFO点击元素('xpath', "//span[@class='ant-modal-close-x']")
2022-06-25 14:21:33,512base_page.pyINFO定位元素('xpath', "//span[@class='ant-modal-close-x']")
